collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
IEEE,PMC8768955,10.1109/ACCESS.2021.3058568,2022/06/29,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by-nc-nd/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see  https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/"
IEEE,PMC8545172,10.1109/JBHI.2021.3060035,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545163,10.1109/JBHI.2021.3069169,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545162,10.1109/JBHI.2021.3067333,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545077,10.1109/JBHI.2021.3076086,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8545030,10.1109/TAI.2021.3062771,2022/06/29,2021,,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545026,10.1109/TAI.2021.3052425,2022/06/29,2021,,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544952,10.1109/TMBMC.2021.3071748,2022/06/29,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544949,10.1109/TMBMC.2021.3071747,2022/06/29,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544941,10.1109/TNNLS.2021.3070467,2022/06/29,2021,IEEE Trans Neural Netw Learn Syst,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9128804,10.1109/TPWRS.2021.3067551,2022/05/31,2021,IEEE Trans Power Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9128757,10.1109/JIOT.2021.3056185,2022/05/31,2021,IEEE Internet Things J,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC9128754,10.1109/EMR.2020.3014693,2022/05/31,2020,,IEEE,NA,NA
IEEE,PMC8791437,10.1109/EMR.2021.3057306,2022/08/24,2021,,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC9328727,10.1109/TEM.2020.2996982,2022/08/01,2020,IEEE Trans Eng Manag,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9328726,10.1109/MIS.2022.3164313,2022/08/01,2022,IEEE Intell Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9328725,10.1109/TCDS.2021.3052824,2022/08/01,2021,IEEE Trans Cogn Dev Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9328724,10.1109/JBHI.2022.3168825,2022/08/01,2022,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280860,10.1109/ACCESS.2020.3033997,2022/08/01,2020,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9280852,10.1109/TCSVT.2021.3063952,2022/08/01,2021,IEEE Trans Circuits Syst Video Technol,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280851,10.1109/TMBMC.2021.3099367,2022/08/01,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280809,10.1109/JSEN.2022.3164148,2022/08/01,2022,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280806,10.1109/MIC.2020.3040516,2022/08/01,2020,IEEE Internet Comput,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280802,10.1109/MCSE.2020.3036540,2022/08/01,2020,Comput Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9280797,10.1109/MCSE.2020.3048406,2022/08/01,2021,Comput Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769017,10.1109/TBDATA.2020.3023459,2022/08/01,2020,IEEE Trans Big Data,IEEE,NA,NA
IEEE,PMC9316468,10.1109/MCSE.2020.3047345,2022/07/28,2021,Comput Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9295915,10.1109/MCSE.2020.3023288,2022/07/28,2020,Comput Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8791440,10.1109/JSEN.2021.3077530,2022/06/29,2021,IEEE Sens J,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8791439,10.1109/JIOT.2020.3047662,2022/06/29,2020,IEEE Internet Things J,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8791434,10.1109/TCBB.2021.3075299,2022/06/29,2021,IEEE/ACM Trans Comput Biol Bioinform,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8791431,10.1109/TNSE.2021.3075222,2022/06/29,2021,IEEE Trans Netw Sci Eng,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8791430,10.1109/TCBB.2021.3076259,2022/06/29,2021,IEEE/ACM Trans Comput Biol Bioinform,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8769043,10.1109/TCBB.2021.3049617,2022/06/29,2021,IEEE/ACM Trans Comput Biol Bioinform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769026,10.1109/TUFFC.2020.3020628,2022/06/29,2020,IEEE Trans Ultrason Ferroelectr Freq Control,IEEE,https://creativecommons.org/licenses/by-nc-nd/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 License. For more information, see  https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/"
IEEE,PMC8769024,10.1109/JIOT.2021.3070306,2022/06/29,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769010,10.1109/TCBB.2020.3037136,2022/06/29,2020,IEEE/ACM Trans Comput Biol Bioinform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769005,10.1109/JIOT.2021.3073904,2022/06/29,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769004,10.1109/JIOT.2021.3067905,2022/06/29,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8769000,10.1109/JIOT.2021.3051080,2022/06/29,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8768999,10.1109/JSEN.2021.3068670,2022/06/29,2021,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8768994,10.1109/JIOT.2020.3041042,2022/06/29,2020,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8768989,10.1109/JIOT.2021.3051844,2022/06/29,2021,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8768975,10.1109/JBHI.2021.3069798,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ https://creativecommons.org/licenses/by/4.0/ uri . "
IEEE,PMC8768970,10.1109/JIOT.2020.3033129,2022/06/29,2020,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8768965,10.1109/JIOT.2020.3024180,2022/06/29,2020,IEEE Internet Things J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545179,10.1109/JBHI.2021.3067465,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545167,10.1109/JBHI.2021.3058293,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8545161,10.1109/JBHI.2021.3072076,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545079,10.1109/JBHI.2021.3074893,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545076,10.1109/JBHI.2021.3082527,2022/06/29,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545039,10.1109/LCSYS.2021.3050954,2022/06/29,2021,IEEE Control Syst Lett,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545023,10.1109/TCAD.2020.3036836,2022/06/29,2020,,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545013,10.1109/TCSS.2021.3051189,2022/06/29,2021,IEEE Trans Comput Soc Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545007,10.1109/TCSS.2021.3063820,2022/06/29,2021,IEEE Trans Comput Soc Syst,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544955,10.1109/TMI.2021.3079709,2022/06/29,2021,IEEE Trans Med Imaging,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8544951,10.1109/TMBMC.2021.3071767,2022/06/29,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544950,10.1109/TMBMC.2021.3071780,2022/06/29,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8544947,10.1109/TMBMC.2021.3071788,2022/06/29,2021,IEEE Trans Mol Biol Multiscale Commun,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9128831,10.1109/MCE.2021.3074688,2022/05/31,2021,,IEEE,NA,NA
IEEE,PMC9128361,10.1109/ACCESS.2021.3065298,2022/05/31,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9088783,10.1109/ACCESS.2022.3163243,2022/05/13,2022,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014472,10.1109/MCSE.2022.3145608,2022/05/13,2022,Comput Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088792,10.1109/ACCESS.2022.3159025,2022/05/13,2022,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014470,10.1109/ACCESS.2022.3157854,2022/05/13,2022,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014471,10.1109/LRA.2022.3152719,2022/05/13,2022,IEEE Robot Autom Lett,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8967064,10.1109/ACCESS.2022.3153059,2022/03/30,2022,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9088806,10.1109/OJEMB.2022.3152673,2022/05/13,2022,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014484,10.1109/JSEN.2022.3150314,2022/05/13,2022,IEEE Sens J,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8956373,10.1109/TMRB.2022.3146440,2022/05/13,2022,IEEE Trans Med Robot Bionics,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8956372,10.1109/TMRB.2022.3146621,2022/05/13,2022,IEEE Trans Med Robot Bionics,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088775,10.1109/EMR.2022.3145656,2022/05/13,2022,,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088778,10.1109/JSTSP.2022.3142514,2022/05/13,2022,IEEE J Sel Top Signal Process,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905606,10.1109/MPULS.2021.3128986,2022/05/13,2021,IEEE Pulse,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8905605,10.1109/MPULS.2021.3128977,2022/05/13,2021,IEEE Pulse,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088791,10.1109/JSTSP.2021.3134073,2022/05/13,2021,IEEE J Sel Top Signal Process,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8691725,10.1109/JTEHM.2021.3134096,2021/12/23,2021,IEEE J Transl Eng Health Med,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843158,10.1109/ACCESS.2021.3133417,2022/05/13,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843063,10.1109/ACCESS.2021.3133338,2022/05/13,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8843048,10.1109/LRA.2021.3131699,2022/05/13,2021,IEEE Robot Autom Lett,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8962827,10.1109/TIM.2021.3130675,2022/05/13,2021,IEEE Trans Instrum Meas,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8956369,10.1109/EMR.2021.3127452,2022/05/13,2021,,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843067,10.1109/TMRB.2021.3123530,2022/03/03,2021,IEEE Trans Med Robot Bionics,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014483,10.1109/TNSE.2021.3121709,2022/05/13,2021,IEEE Trans Netw Sci Eng,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9088816,10.1109/TNB.2021.3119996,2022/05/13,2021,IEEE Trans Nanobioscience,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8908883,10.1109/JBHI.2021.3119325,2022/05/13,2021,IEEE J Biomed Health Inform,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC9014473,10.1109/TAI.2021.3115093,2022/05/13,2021,IEEE Trans Artif Intell,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8843068,10.1109/TIM.2021.3119147,2022/05/13,2021,IEEE Trans Instrum Meas,IEEE,NA,"This article is free to access and download, along with rights for full text and data mining, re-use and analysis."
IEEE,PMC8545200,10.1109/ACCESS.2021.3118085,2021/11/18,2021,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC9014480,10.1109/TMI.2021.3117246,2022/05/13,2021,IEEE Trans Med Imaging,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8981756,10.1109/TVCG.2021.3114851,2022/05/13,2021,IEEE Trans Vis Comput Graph,IEEE,https://www.ieee.org/publications/rights/index.html,"Personal use is permitted, but republication/redistribution requires IEEE permission.
See  https://www.ieee.org/publications/rights/index.html uri https://www.ieee.org/publications/rights/index.html  for more information."
IEEE,PMC8864940,10.1109/OJEMB.2021.3116490,2022/03/03,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
