collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
ACS,PMC9236205,10.1021/acsnano.2c04840,2022/06/27,2022,ACS Nano,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9235045,10.1021/acsomega.2c01446,2022/06/27,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9235043,10.1021/acs.jpcb.2c01048,2022/06/27,2022,J Phys Chem B,American Chemical Society,https://creativecommons.org/licenses/by/4.0/,"Permits the broadest form of re-use including for commercial purposes, provided that author attribution and integrity are maintained ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ )."
ACS,PMC9212191,10.1021/acsestwater.2c00057,2022/06/21,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9211039,10.1021/acs.analchem.2c01221,2022/06/21,2022,Anal Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9211038,10.1021/acs.analchem.2c01260,2022/06/21,2022,Anal Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9199439,10.1021/acsestwater.2c00071,2022/06/16,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9195570,10.1021/acs.est.1c07655,2022/06/16,2022,Environ Sci Technol,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9195569,10.1021/acs.jpcb.2c01295,2022/06/16,2022,J Phys Chem B,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9173677,10.1021/jacs.2c03320,2022/06/07,2022,J Am Chem Soc,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9173675,10.1021/acsami.2c03442,2022/06/07,2022,ACS Appl Mater Interfaces,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9172056,10.1021/acs.jmedchem.2c00224,2022/06/07,2022,J Med Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9172053,10.1021/acsinfecdis.2c00172,2022/06/07,2022,ACS Infect Dis,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9159517,10.1021/acsbiomaterials.2c00419,2022/06/01,2022,ACS Biomater Sci Eng,American Chemical Society,https://creativecommons.org/licenses/by/4.0/,"Permits the broadest form of re-use including for commercial purposes, provided that author attribution and integrity are maintained ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ )."
ACS,PMC9159508,10.1021/acs.jcim.1c01544,2022/06/01,2022,J Chem Inf Model,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9159504,10.1021/acsptsci.2c00045,2022/06/01,2022,ACS Pharmacol Transl Sci,American Chemical Society,ACS COVID-19 subset,This article is made available via the  ACS COVID-19 subset uri https://pubs.acs.org/page/vi/chemistry_coronavirus_research  for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9159073,10.1021/acs.jmedchem.2c00303,2022/06/01,2022,J Med Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9159072,10.1021/acs.jpclett.2c01102,2022/06/01,2022,J Phys Chem Lett,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9159071,10.1021/acsomega.2c01121,2022/06/01,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9128009,10.1021/acsptsci.1c00264,2022/05/25,2022,ACS Pharmacol Transl Sci,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9128008,10.1021/acs.est.2c00974,2022/05/25,2022,Environ Sci Technol,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9128006,10.1021/acsestwater.2c00050,2022/05/25,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9397567,10.1021/acsestwater.2c00053,2022/08/23,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9397565,10.1021/acsnano.2c04364,2022/08/23,2022,ACS Nano,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9397564,10.1021/acs.est.2c01834,2022/08/23,2022,Environ Sci Technol,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9397563,10.1021/acs.jcim.2c00693,2022/08/23,2022,J Chem Inf Model,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9396968,10.1021/acs.jpclett.2c01155,2022/08/23,2022,J Phys Chem Lett,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9396966,10.1021/acs.analchem.2c02381,2022/08/23,2022,Anal Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9380879,10.1021/acsinfecdis.2c00204,2022/08/16,2022,ACS Infect Dis,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9380820,10.1021/acs.analchem.2c01988,2022/08/16,2022,Anal Chem,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9380817,10.1021/acsomega.2c00844,2022/08/16,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9364978,10.1021/acsnano.2c01697,2022/08/10,2022,ACS Nano,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9364976,10.1021/acs.jproteome.2c00184,2022/08/10,2022,J Proteome Res,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9364975,10.1021/acs.jcim.2c00562,2022/08/10,2022,J Chem Inf Model,American Chemical Society,https://creativecommons.org/licenses/by/4.0/,"Permits the broadest form of re-use including for commercial purposes, provided that author attribution and integrity are maintained ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ )."
ACS,PMC9344907,10.1021/acsinfecdis.2c00086,2022/08/03,2022,ACS Infect Dis,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9344791,10.1021/acsomega.2c02345,2022/08/03,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9344790,10.1021/acs.jproteome.2c00148,2022/08/03,2022,J Proteome Res,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9344789,10.1021/jacs.2c02884,2022/08/03,2022,J Am Chem Soc,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9328126,10.1021/acs.jpcb.2c00833,2022/07/28,2022,J Phys Chem B,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9328125,10.1021/acsomega.2c03597,2022/07/28,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9305719,10.1021/acsabm.2c00229,2022/07/26,2022,ACS Appl Bio Mater,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9305655,10.1021/acsinfecdis.2c00200,2022/07/26,2022,ACS Infect Dis,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9301770,10.1021/acs.jpcb.2c02123,2022/07/26,2022,J Phys Chem B,American Chemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted RESEARCH re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
ACS,PMC9301769,10.1021/acsomega.2c02585,2022/07/26,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9291398,10.1021/jacs.2c02764,2022/07/26,2022,J Am Chem Soc,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9291391,10.1021/acsestwater.2c00094,2022/07/26,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
ACS,PMC9301648,10.1021/acsomega.2c02979,2022/07/22,2022,ACS Omega,American Chemical Society,https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )."
ACS,PMC9261832,10.1021/acsestwater.2c00016,2022/07/08,2022,ACS ES T Water,American Chemical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted RESEARCH
re-use and analyses in any form or by any means with acknowledgement of the original
source. These permissions are granted for the duration of the World Health Organization
(WHO) declaration of COVID-19 as a global pandemic."
