collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
IOP,PMC7104708,10.1088/1361-648X/aaa944,2020/04/03,2018,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104904,10.1088/1361-648X/aaa7b0,2020/04/03,2018,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104913,10.1088/1361-648X/aaa43b,2020/04/03,2018,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104887,10.1088/1361-648X/aaa0f6,2020/04/03,2018,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104906,10.1088/1361-648X/aaa159,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104810,10.1088/1361-648X/aa9ded,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7099678,10.1088/1752-7163/aa88e4,2020/04/03,2017,J Breath Res,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104865,10.1088/1361-648X/aa99c6,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7103166,10.1088/1361-648X/aa96ec,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7103146,10.1088/1361-648X/aa90d0,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104874,10.1088/1361-648X/aa9351,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104912,10.1088/1361-648X/aa8d88,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7104866,10.1088/1361-648X/aa7933,2020/04/03,2017,J Phys Condens Matter,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7103194,10.1088/0957-4484/27/43/435102,2020/04/03,2016,Nanotechnology,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7106948,10.1088/1742-6596/727/1/012007,2020/04/03,2016,J Phys Conf Ser,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7105149,10.1149/2.013402jes,2020/04/03,2013,J Electrochem Soc,The Electrochemical Society,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7106949,10.1088/1748-9326/8/1/015036,2020/04/03,2013,Environ Res Lett,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7095771,10.1149/05006.0239ecst,2020/04/03,2013,ECS Trans,"The Electrochemical Society, Inc.",NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7106765,10.1088/1752-7155/6/2/024001,2020/04/03,2012,J Breath Res,IOP Publishing,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7115746,10.1088/0957-0233/19/6/065204,2020/04/03,2008,Meas Sci Technol,Institute of Physics,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7115750,10.1088/0953-8984/19/28/285207,2020/04/03,2007,J Phys Condens Matter,Institute of Physics,NA,This article is made available via the PMC Open Access Subset for unrestricted research re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the World Health Organization (WHO) declaration of COVID-19 as a global pandemic.
IOP,PMC7115748,10.1088/0022-3727/40/2/026,2020/04/03,2007,J Phys D Appl Phys,Institute of Physics,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for the
duration of the World Health Organization (WHO) declaration of COVID-19 as a
global pandemic."
IOP,PMC7115745,10.1088/0957-0233/17/11/015,2020/04/03,2006,Meas Sci Technol,Institute of Physics,NA,"This article is made available via the PMC Open Access Subset for
unrestricted research re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for the
duration of the World Health Organization (WHO) declaration of COVID-19 as a
global pandemic."
