collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
AAAS,PMC8128286,10.1126/scitranslmed.abf7517,2021/05/18,2021,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128284,10.1126/scitranslmed.abf7872,2021/05/18,2021,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128298,10.1126/sciimmunol.abg9873,2021/05/18,2021,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128293,10.1126/science.abg0821,2021/05/18,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128287,10.1126/science.abg8663,2021/05/18,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128288,10.1126/science.abg3055,2021/05/18,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128303,10.1126/sciimmunol.abf7570,2021/05/18,2021,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128299,10.1126/sciimmunol.abf6692,2021/05/18,2021,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8128290,10.1126/sciimmunol.abg6916,2021/05/18,2021,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8099195,10.1126/scitranslmed.abf1568,2021/05/06,2021,Sci Transl Med,American Association for the Advancement of Science,Science Journals Default License,This is an article distributed under the terms of the  Science Journals Default License uri //www.sciencemag.org/about/science-licenses-journal-article-reuse .
AAAS,PMC8099176,10.1126/scitranslmed.abf2823,2021/05/06,2021,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8099175,10.1126/science.abf1611,2021/05/06,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8011693,10.1126/science.abf4896,2021/04/07,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7971772,10.1126/science.abf6950,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8101272,10.1126/science.abe8372,2021/05/06,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7971771,10.1126/science.abg6105,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7963221,10.1126/science.abf4830,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7963220,10.1126/science.abf4058,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7963219,10.1126/science.abf9302,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8101257,10.1126/sciimmunol.abe4782,2021/05/06,2021,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7963218,10.1126/science.abe6959,2021/03/24,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7932109,10.1126/science.abe6230,2021/03/10,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7932103,10.1126/science.abe6522,2021/03/10,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7928838,10.1126/science.abf6840,2021/03/10,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7928716,10.1126/scisignal.abf1117,2021/03/10,2021,Sci Signal,American Association for the Advancement of Science,Science Journals Default License,This is an article distributed under the terms of the  Science Journals Default License uri //www.sciencemag.org/about/science-licenses-journal-article-reuse .
AAAS,PMC7928535,10.1126/scisignal.abd0334,2021/03/10,2021,Sci Signal,American Association for the Advancement of Science,Science Journals Default License,This is an article distributed under the terms of the  Science Journals Default License uri //www.sciencemag.org/about/science-licenses-journal-article-reuse .
AAAS,PMC7875333,10.1126/scitranslmed.abe8146,2021/02/11,2021,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7877493,10.1126/science.abf2946,2021/02/19,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7919858,10.1126/science.abf4063,2021/03/10,2021,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7875332,10.1126/scitranslmed.abd6990,2021/02/11,2021,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8101131,10.1126/sciimmunol.abf3698,2021/05/06,2020,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7919849,10.1126/science.abc8378,2021/03/10,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7877496,10.1126/sciimmunol.abf8891,2021/02/19,2020,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7877495,10.1126/science.abd9338,2021/02/19,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857412,10.1126/science.abe3261,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857406,10.1126/science.abe9728,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857415,10.1126/scitranslmed.abf1555,2021/02/05,2020,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857408,10.1126/scitranslmed.abd2223,2021/02/05,2020,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857392,10.1126/sciimmunol.abe0240,2021/02/05,2020,Sci Immunol,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC8050952,10.1126/scitranslmed.abe4282,2021/04/28,2020,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857416,10.1126/scisignal.aba9902,2021/02/05,2020,Sci Signal,American Association for the Advancement of Science,Science Journals Default License,This is an article distributed under the terms of the  Science Journals Default License uri //www.sciencemag.org/about/science-licenses-journal-article-reuse .
AAAS,PMC7857413,10.1126/science.abe2424,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857414,10.1126/scitranslmed.abe2555,2021/02/05,2020,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7724273,10.1126/scitranslmed.abd3876,2020/12/09,2020,Sci Transl Med,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7775736,10.1126/science.abe8499,2021/01/01,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7877494,10.1126/science.abe1916,2021/02/19,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857398,10.1126/science.abe5901,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857411,10.1126/science.abe1107,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7920261,10.1126/science.abe0075,2021/03/10,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857409,10.1126/science.abe3255,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857400,10.1126/science.abe4747,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7810037,10.1126/science.abd7728,2021/01/19,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857404,10.1126/science.abe1502,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7857391,10.1126/science.abd2985,2021/02/05,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
AAAS,PMC7808408,10.1126/science.abe9403,2021/01/19,2020,Science,American Association for the Advancement of Science,Creative Commons Attribution license,"This is an open-access article distributed under the terms of the  Creative Commons Attribution license uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
