license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown
http://creativecommons.org/licenses/by-nc-nd/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported license. The images in this article are included in the article's Creative Commons license, unless indicated otherwise in the image credit; if the image is not included under the Creative Commons license, users will need to obtain permission from the license holder in order to reproduce the image. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/3.0/ uri http://creativecommons.org/licenses/by-nc-nd/3.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License. The images or other third party material in this article are included in the article's Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/3.0/ uri http://creativecommons.org/licenses/by-nc-nd/3.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/3.0/ uri http://creativecommons.org/licenses/by-nc-nd/3.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/3.0/,"This work is licensed under the Creative Commons Attribution-NonCommercial-No Derivative Works 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/3.0/ uri http://creativecommons.org/licenses/by-nc-nd/3.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"Open Access  This article is licensed
under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0
International License, which permits any non-commercial use, sharing,
distribution and reproduction in any medium or format, as long as you give
appropriate credit to the original author(s) and the source, and provide a link
to the Creative Commons license. You do not have permission under this license
to share adapted material derived from this article or parts of it. The images
or other third party material in this article are included in the articleâ€™s
Creative Commons license, unless indicated otherwise in a credit line to the
material. If material is not included in the articleâ€™s Creative Commons license
and your intended use is not permitted by statutory regulation or exceeds the
permitted use, you will need to obtain permission directly from the copyright
holder. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ .",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"Open Access  This chapter is licensed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits any noncommercial use, sharing, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license and indicate if you modified the licensed material. You do not have permission under this license to share adapted material derived from this chapter or parts of it.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,This is an open access article distributed under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ),TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited, and is not altered, transformed, or built upon in any way.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, contact  journals.permissions@oup.com .",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com .",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, please contact journals.permissions@oup.com.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 4.0 International License. The images or other third party material in this article are included in the article's Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder in order to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-nd/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 4.0 International License. The images or other third party material in this article are included in the articleâ€™s Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-nd/4.0/ uri http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/Licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives License ( http://creativecommons.org/Licenses/by-nc-nd/4.0/ uri http://creativecommons.org/Licenses/by-nc-nd/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited, and is not altered, transformed, or built upon in any way.",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"Cell Death and Disease  is an open-access journal published by  Nature Publishing Group . This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License. The images or other third party material in this article are included in the articleâ€™s Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"From twelve months after its original publication, this work is licensed under the Creative Commons Attribution-NonCommercial-Share Alike 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License. The images or other third party material in this article are included in the article's Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permissing from the license holder to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/3.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareALike 3.0 Unported License. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/3.0/ uri http://creativecommons.org/licenses/by-nc-sa/3.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License. The images or other third party material in this article are included in the article's Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder in order to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/4.0/ uri http://creativecommons.org/licenses/by-nc-sa/4.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc-sa/4.0/,"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License. The images or other third party material in this article are included in the articleâ€™s Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit  http://creativecommons.org/licenses/by-nc-sa/4.0/ uri http://creativecommons.org/licenses/by-nc-sa/4.0/",TRUE,CC-BY-NC-SA,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.0/uk/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.0/uk/ uri http://creativecommons.org/licenses/by-nc/2.0/uk/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.5,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5 uri http://creativecommons.org/licenses/by-nc/2.5 ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.5/,"Open Access  This chapter is licensed under the terms of the Creative Commons Attribution-NonCommercial 2.5 International License ( http://creativecommons.org/licenses/by-nc/2.5/ uri http://creativecommons.org/licenses/by-nc/2.5/ ), which permits any noncommercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.5/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5/ uri http://creativecommons.org/licenses/by-nc/2.5/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited. For permissions, please e-mail: journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.5/uk/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5/uk/ uri http://creativecommons.org/licenses/by-nc/2.5/uk/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/2.5/uk/,"This is Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/2.5/uk/ uri http://creativecommons.org/licenses/by-nc/2.5/uk/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0 uri http://creativecommons.org/licenses/by-nc/3.0 ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License  http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ , which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited. The moral rights of the named author(s) have been asserted.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/3.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/3.0/ uri http://creativecommons.org/licenses/by-nc/3.0/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0 uri http://creativecommons.org/licenses/by-nc/4.0 ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journalpermissions@oup.com .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits any non-commercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits any noncommercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"Open Access This article is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License, which permits any non-commercial use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder.To view a copy of this licence, visit  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an open access article distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license, which permits others to distribute, remix, adapt, build upon this work non-commercially, and license their derivative works on different terms, provided the original work is properly cited, appropriate credit is given, any changes made indicated, and the use is non-commercial. See:Â  http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ .",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-Noncommercial 4.0 International License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), permitting all non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact  journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial reuse, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access article distributed under the terms of the Creative
Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits
non-commercial re-use, distribution, and reproduction in any medium, provided the
original work is properly cited. For commercial re-use, please contact
journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access publication distributed under the terms of the Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
http://creativecommons.org/licenses/by-nc/4.0/,"This is an Open Access publication distributed under the terms of the
Creative Commons Attribution Non-Commercial License ( http://creativecommons.org/licenses/by-nc/4.0/ uri http://creativecommons.org/licenses/by-nc/4.0/ ), which
permits non-commercial re-use, distribution, and reproduction in any medium,
provided the original work is properly cited. For commercial re-use, please
contact journals.permissions@oup.com",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
